"Título de trazado: E2"
"N.º","Fecha Tiempo, GMT-03:00","Velocidad del viento, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Velocidad de Ráfagas, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr)","Dirección del viento, ø (LGR S/N: 20682654, SEN S/N: 20679482, LBL: N/S)"
87,06/08/21 06:00:05 PM,45.684,55.296,192.3
88,06/08/21 06:01:05 PM,44.496,57.708,193.7
89,06/08/21 06:02:05 PM,40.860,46.872,196.5
90,06/08/21 06:03:05 PM,39.672,45.684,199.4
91,06/08/21 06:04:05 PM,44.496,50.508,205.0
92,06/08/21 06:05:05 PM,38.484,49.284,185.3
93,06/08/21 06:06:05 PM,36.072,39.672,179.7
94,06/08/21 06:07:05 PM,37.260,44.496,181.1
95,06/08/21 06:08:05 PM,39.672,48.096,199.4
96,06/08/21 06:09:05 PM,42.084,46.872,198.0
97,06/08/21 06:10:05 PM,40.860,48.096,203.6
98,06/08/21 06:11:05 PM,38.484,46.872,200.8
99,06/08/21 06:12:05 PM,44.496,49.284,203.6
100,06/08/21 06:13:05 PM,44.496,51.696,202.2
101,06/08/21 06:14:05 PM,45.684,52.884,205.0
102,06/08/21 06:15:05 PM,38.484,44.496,203.6
103,06/08/21 06:16:05 PM,34.848,43.272,206.4
104,06/08/21 06:17:05 PM,39.672,46.872,199.4
105,06/08/21 06:18:05 PM,40.860,45.684,202.2
106,06/08/21 06:19:05 PM,40.860,46.872,202.2
107,06/08/21 06:20:05 PM,39.672,44.496,205.0
108,06/08/21 06:21:05 PM,34.848,40.860,202.2
109,06/08/21 06:22:05 PM,31.248,38.484,202.2
110,06/08/21 06:23:05 PM,32.472,38.484,192.3
111,06/08/21 06:24:05 PM,32.472,37.260,189.5
112,06/08/21 06:25:05 PM,34.848,40.860,195.1
113,06/08/21 06:26:05 PM,38.484,44.496,198.0
114,06/08/21 06:27:05 PM,39.672,46.872,202.2
115,06/08/21 06:28:05 PM,37.260,42.084,199.4
116,06/08/21 06:29:05 PM,36.072,42.084,199.4
117,06/08/21 06:30:05 PM,37.260,42.084,202.2
118,06/08/21 06:31:05 PM,37.260,39.672,200.8
119,06/08/21 06:32:05 PM,32.472,38.484,196.5
120,06/08/21 06:33:05 PM,31.248,36.072,198.0
121,06/08/21 06:34:05 PM,30.060,34.848,199.4
122,06/08/21 06:35:05 PM,30.060,36.072,193.7
123,06/08/21 06:36:05 PM,36.072,42.084,192.3
124,06/08/21 06:37:05 PM,39.672,43.272,186.7
125,06/08/21 06:38:05 PM,36.072,42.084,193.7
126,06/08/21 06:39:05 PM,33.660,40.860,190.9
127,06/08/21 06:40:05 PM,31.248,38.484,190.9
128,06/08/21 06:41:05 PM,34.848,40.860,185.3
129,06/08/21 06:42:05 PM,32.472,37.260,185.3
130,06/08/21 06:43:05 PM,30.060,38.484,188.1
131,06/08/21 06:44:05 PM,25.236,31.248,182.5
132,06/08/21 06:45:05 PM,25.236,28.872,186.7
133,06/08/21 06:46:05 PM,28.872,33.660,183.9
134,06/08/21 06:47:05 PM,30.060,36.072,179.7
135,06/08/21 06:48:05 PM,32.472,40.860,185.3
136,06/08/21 06:49:05 PM,38.484,40.860,193.7
137,06/08/21 06:50:05 PM,37.260,43.272,199.4
138,06/08/21 06:51:05 PM,39.672,46.872,192.3
139,06/08/21 06:52:05 PM,36.072,45.684,192.3
140,06/08/21 06:53:05 PM,25.236,30.060,188.1
141,06/08/21 06:54:05 PM,21.636,30.060,176.9
142,06/08/21 06:55:05 PM,30.060,40.860,183.9
143,06/08/21 06:56:05 PM,40.860,49.284,190.9
144,06/08/21 06:57:05 PM,43.272,49.284,190.9
145,06/08/21 06:58:05 PM,36.072,42.084,186.7
146,06/08/21 06:59:05 PM,37.260,43.272,181.1
147,06/08/21 07:00:05 PM,39.672,43.272,196.5
148,06/08/21 07:01:05 PM,37.260,42.084,200.8
149,06/08/21 07:02:05 PM,40.860,46.872,206.4
150,06/08/21 07:03:05 PM,32.472,36.072,192.3
151,06/08/21 07:04:05 PM,24.048,32.472,200.8
152,06/08/21 07:05:05 PM,18.036,26.460,181.1
153,06/08/21 07:06:05 PM,21.636,24.048,174.1
154,06/08/21 07:07:05 PM,26.460,31.248,171.3
155,06/08/21 07:08:05 PM,25.236,27.648,168.5
156,06/08/21 07:09:05 PM,25.236,28.872,161.5
157,06/08/21 07:10:05 PM,19.224,24.048,161.5
158,06/08/21 07:11:05 PM,19.224,22.860,161.5
159,06/08/21 07:12:05 PM,20.448,25.236,176.9
160,06/08/21 07:13:05 PM,15.624,19.224,176.9
161,06/08/21 07:14:05 PM,16.848,26.460,174.1
162,06/08/21 07:15:05 PM,19.224,25.236,167.1
163,06/08/21 07:16:05 PM,21.636,26.460,167.1
164,06/08/21 07:17:05 PM,16.848,20.448,174.1
165,06/08/21 07:18:05 PM,15.624,18.036,167.1
166,06/08/21 07:19:05 PM,16.848,19.224,174.1
167,06/08/21 07:20:05 PM,15.624,16.848,181.1
168,06/08/21 07:21:05 PM,15.624,18.036,185.3
169,06/08/21 07:22:05 PM,16.848,21.636,176.9
170,06/08/21 07:23:05 PM,19.224,20.448,153.0
171,06/08/21 07:24:05 PM,21.636,28.872,155.8
172,06/08/21 07:25:05 PM,24.048,30.060,176.9
173,06/08/21 07:26:05 PM,19.224,27.648,176.9
174,06/08/21 07:27:05 PM,28.872,33.660,198.0
175,06/08/21 07:28:05 PM,28.872,36.072,192.3
176,06/08/21 07:29:05 PM,20.448,26.460,167.1
177,06/08/21 07:30:05 PM,19.224,22.860,167.1
178,06/08/21 07:31:05 PM,18.036,25.236,189.5
179,06/08/21 07:32:05 PM,26.460,31.248,205.0
180,06/08/21 07:33:05 PM,27.648,32.472,198.0
181,06/08/21 07:34:05 PM,31.248,38.484,198.0
182,06/08/21 07:35:05 PM,37.260,44.496,206.4
183,06/08/21 07:36:05 PM,34.848,42.084,199.4
184,06/08/21 07:37:05 PM,26.460,32.472,202.2
185,06/08/21 07:38:05 PM,28.872,36.072,203.6
186,06/08/21 07:39:05 PM,21.636,28.872,186.7
187,06/08/21 07:40:05 PM,25.236,32.472,171.3
188,06/08/21 07:41:05 PM,22.860,30.060,179.7
189,06/08/21 07:42:05 PM,22.860,31.248,196.5
190,06/08/21 07:43:05 PM,13.212,16.848,167.1
191,06/08/21 07:44:05 PM,9.612,10.836,172.7
192,06/08/21 07:45:05 PM,12.024,14.436,147.4
193,06/08/21 07:46:05 PM,9.612,12.024,133.4
194,06/08/21 07:47:05 PM,13.212,14.436,150.2
195,06/08/21 07:48:05 PM,12.024,14.436,165.7
196,06/08/21 07:49:05 PM,15.624,19.224,165.7
197,06/08/21 07:50:05 PM,13.212,18.036,171.3
198,06/08/21 07:51:05 PM,15.624,18.036,160.0
199,06/08/21 07:52:05 PM,16.848,26.460,167.1
200,06/08/21 07:53:05 PM,25.236,28.872,157.2
201,06/08/21 07:54:05 PM,22.860,25.236,158.6
202,06/08/21 07:55:05 PM,22.860,25.236,161.5
203,06/08/21 07:56:05 PM,21.636,25.236,155.8
204,06/08/21 07:57:05 PM,21.636,24.048,154.4
205,06/08/21 07:58:05 PM,18.036,22.860,162.9
206,06/08/21 07:59:05 PM,19.224,21.636,172.7
207,06/08/21 08:00:05 PM,25.236,33.660,167.1
208,06/08/21 08:01:05 PM,24.048,27.648,179.7
209,06/08/21 08:02:05 PM,21.636,26.460,189.5
210,06/08/21 08:03:05 PM,21.636,24.048,199.4
211,06/08/21 08:04:05 PM,27.648,33.660,192.3
212,06/08/21 08:05:05 PM,26.460,31.248,193.7
213,06/08/21 08:06:05 PM,25.236,31.248,183.9
214,06/08/21 08:07:05 PM,31.248,39.672,186.7
215,06/08/21 08:08:05 PM,39.672,50.508,189.5
216,06/08/21 08:09:05 PM,38.484,44.496,188.1
217,06/08/21 08:10:05 PM,36.072,43.272,189.5
218,06/08/21 08:11:05 PM,31.248,36.072,192.3
219,06/08/21 08:12:05 PM,31.248,34.848,189.5
220,06/08/21 08:13:05 PM,27.648,34.848,183.9
221,06/08/21 08:14:05 PM,26.460,31.248,185.3
222,06/08/21 08:15:05 PM,27.648,31.248,190.9
223,06/08/21 08:16:05 PM,25.236,30.060,196.5
224,06/08/21 08:17:05 PM,27.648,33.660,200.8
225,06/08/21 08:18:05 PM,30.060,36.072,193.7
226,06/08/21 08:19:05 PM,25.236,28.872,190.9
227,06/08/21 08:20:05 PM,26.460,31.248,196.5
228,06/08/21 08:21:05 PM,31.248,36.072,206.4
229,06/08/21 08:22:05 PM,26.460,28.872,205.0
230,06/08/21 08:23:05 PM,25.236,28.872,193.7
231,06/08/21 08:24:05 PM,21.636,25.236,176.9
232,06/08/21 08:25:05 PM,21.636,24.048,176.9
233,06/08/21 08:26:05 PM,21.636,24.048,176.9
234,06/08/21 08:27:05 PM,26.460,33.660,181.1
235,06/08/21 08:28:05 PM,26.460,30.060,181.1
236,06/08/21 08:29:05 PM,21.636,24.048,178.3
237,06/08/21 08:30:05 PM,20.448,24.048,179.7
238,06/08/21 08:31:05 PM,24.048,27.648,182.5
239,06/08/21 08:32:05 PM,22.860,31.248,192.3
240,06/08/21 08:33:05 PM,37.260,44.496,192.3
241,06/08/21 08:34:05 PM,34.848,39.672,175.5
242,06/08/21 08:35:05 PM,30.060,33.660,176.9
243,06/08/21 08:36:05 PM,28.872,36.072,175.5
244,06/08/21 08:37:05 PM,24.048,31.248,169.9
245,06/08/21 08:38:05 PM,21.636,25.236,167.1
246,06/08/21 08:39:05 PM,24.048,27.648,174.1
247,06/08/21 08:40:05 PM,28.872,32.472,186.7
248,06/08/21 08:41:05 PM,31.248,37.260,176.9
249,06/08/21 08:42:05 PM,31.248,34.848,175.5
250,06/08/21 08:43:05 PM,26.460,30.060,169.9
251,06/08/21 08:44:05 PM,28.872,37.260,171.3
252,06/08/21 08:45:05 PM,27.648,34.848,165.7
253,06/08/21 08:46:05 PM,30.060,34.848,174.1
254,06/08/21 08:47:05 PM,33.660,38.484,178.3
255,06/08/21 08:48:05 PM,33.660,39.672,185.3
256,06/08/21 08:49:05 PM,28.872,33.660,178.3
257,06/08/21 08:50:05 PM,31.248,36.072,179.7
258,06/08/21 08:51:05 PM,27.648,30.060,182.5
259,06/08/21 08:52:05 PM,30.060,36.072,171.3
260,06/08/21 08:53:05 PM,33.660,38.484,172.7
261,06/08/21 08:54:05 PM,33.660,39.672,183.9
262,06/08/21 08:55:05 PM,26.460,31.248,176.9
263,06/08/21 08:56:05 PM,26.460,30.060,174.1
264,06/08/21 08:57:05 PM,28.872,31.248,171.3
265,06/08/21 08:58:05 PM,27.648,30.060,168.5
266,06/08/21 08:59:05 PM,26.460,31.248,171.3
267,06/08/21 09:00:05 PM,24.048,28.872,171.3
268,06/08/21 09:01:05 PM,24.048,30.060,174.1
269,06/08/21 09:02:05 PM,25.236,30.060,172.7
270,06/08/21 09:03:05 PM,25.236,28.872,171.3
271,06/08/21 09:04:05 PM,27.648,30.060,165.7
272,06/08/21 09:05:05 PM,26.460,31.248,167.1
273,06/08/21 09:06:05 PM,30.060,36.072,172.7
274,06/08/21 09:07:05 PM,34.848,38.484,181.1
275,06/08/21 09:08:05 PM,34.848,40.860,185.3
276,06/08/21 09:09:05 PM,31.248,37.260,174.1
277,06/08/21 09:10:05 PM,30.060,33.660,169.9
278,06/08/21 09:11:05 PM,32.472,39.672,161.5
279,06/08/21 09:12:05 PM,28.872,36.072,160.0
280,06/08/21 09:13:05 PM,30.060,34.848,162.9
281,06/08/21 09:14:05 PM,26.460,30.060,168.5
282,06/08/21 09:15:05 PM,26.460,33.660,168.5
283,06/08/21 09:16:05 PM,27.648,34.848,164.3
284,06/08/21 09:17:05 PM,31.248,37.260,162.9
285,06/08/21 09:18:05 PM,26.460,32.472,167.1
286,06/08/21 09:19:05 PM,27.648,36.072,175.5
287,06/08/21 09:20:05 PM,28.872,33.660,167.1
288,06/08/21 09:21:05 PM,28.872,33.660,162.9
289,06/08/21 09:22:05 PM,27.648,32.472,164.3
290,06/08/21 09:23:05 PM,26.460,28.872,165.7
291,06/08/21 09:24:05 PM,26.460,31.248,162.9
292,06/08/21 09:25:05 PM,24.048,26.460,169.9
293,06/08/21 09:26:05 PM,27.648,31.248,169.9
294,06/08/21 09:27:05 PM,30.060,32.472,161.5
295,06/08/21 09:28:05 PM,28.872,32.472,171.3
296,06/08/21 09:29:05 PM,24.048,27.648,171.3
297,06/08/21 09:30:05 PM,24.048,25.236,169.9
298,06/08/21 09:31:05 PM,27.648,31.248,169.9
299,06/08/21 09:32:05 PM,26.460,33.660,168.5
300,06/08/21 09:33:05 PM,25.236,31.248,179.7
301,06/08/21 09:34:05 PM,25.236,27.648,172.7
302,06/08/21 09:35:05 PM,25.236,38.484,175.5
303,06/08/21 09:36:05 PM,33.660,39.672,179.7
304,06/08/21 09:37:05 PM,25.236,30.060,182.5
305,06/08/21 09:38:05 PM,31.248,39.672,174.1
306,06/08/21 09:39:05 PM,28.872,38.484,172.7
307,06/08/21 09:40:05 PM,34.848,43.272,164.3
308,06/08/21 09:41:05 PM,37.260,42.084,165.7
309,06/08/21 09:42:05 PM,44.496,55.296,175.5
310,06/08/21 09:43:05 PM,36.072,43.272,196.5
311,06/08/21 09:44:05 PM,37.260,43.272,186.7
312,06/08/21 09:45:05 PM,31.248,37.260,185.3
313,06/08/21 09:46:05 PM,30.060,33.660,183.9
314,06/08/21 09:47:05 PM,30.060,33.660,185.3
315,06/08/21 09:48:05 PM,22.860,26.460,176.9
316,06/08/21 09:49:05 PM,34.848,42.084,174.1
317,06/08/21 09:50:05 PM,32.472,37.260,183.9
318,06/08/21 09:51:05 PM,28.872,32.472,178.3
319,06/08/21 09:52:05 PM,34.848,56.520,165.7
320,06/08/21 09:53:05 PM,40.860,46.872,186.7
321,06/08/21 09:54:05 PM,34.848,43.272,182.5
322,06/08/21 09:55:05 PM,30.060,34.848,182.5
323,06/08/21 09:56:05 PM,30.060,34.848,181.1
324,06/08/21 09:57:05 PM,32.472,38.484,165.7
325,06/08/21 09:58:05 PM,26.460,30.060,171.3
326,06/08/21 09:59:05 PM,26.460,33.660,176.9
327,06/08/21 10:00:05 PM,30.060,37.260,175.5
328,06/08/21 10:01:05 PM,30.060,32.472,168.5
329,06/08/21 10:02:05 PM,33.660,43.272,162.9
330,06/08/21 10:03:05 PM,30.060,33.660,174.1
331,06/08/21 10:04:05 PM,30.060,37.260,182.5
332,06/08/21 10:05:05 PM,26.460,30.060,169.9
333,06/08/21 10:06:05 PM,28.872,33.660,169.9
334,06/08/21 10:07:05 PM,30.060,34.848,171.3
335,06/08/21 10:08:05 PM,30.060,38.484,178.3
336,06/08/21 10:09:05 PM,30.060,36.072,165.7
337,06/08/21 10:10:05 PM,37.260,42.084,161.5
338,06/08/21 10:11:05 PM,38.484,46.872,164.3
339,06/08/21 10:12:05 PM,37.260,43.272,171.3
340,06/08/21 10:13:05 PM,32.472,37.260,179.7
341,06/08/21 10:14:05 PM,33.660,39.672,175.5
342,06/08/21 10:15:05 PM,31.248,37.260,174.1
343,06/08/21 10:16:05 PM,33.660,37.260,175.5
344,06/08/21 10:17:05 PM,31.248,34.848,176.9
345,06/08/21 10:18:05 PM,32.472,34.848,176.9
346,06/08/21 10:19:05 PM,31.248,36.072,172.7
347,06/08/21 10:20:05 PM,31.248,37.260,172.7
348,06/08/21 10:21:05 PM,28.872,32.472,171.3
349,06/08/21 10:22:05 PM,26.460,31.248,169.9
350,06/08/21 10:23:05 PM,33.660,42.084,171.3
351,06/08/21 10:24:05 PM,34.848,40.860,168.5
352,06/08/21 10:25:05 PM,36.072,51.696,164.3
353,06/08/21 10:26:05 PM,38.484,43.272,161.5
354,06/08/21 10:27:05 PM,34.848,42.084,182.5
355,06/08/21 10:28:05 PM,36.072,39.672,168.5
356,06/08/21 10:29:05 PM,31.248,37.260,178.3
357,06/08/21 10:30:05 PM,28.872,32.472,175.5
358,06/08/21 10:31:05 PM,27.648,31.248,174.1
359,06/08/21 10:32:05 PM,31.248,34.848,172.7
360,06/08/21 10:33:05 PM,33.660,37.260,172.7
361,06/08/21 10:34:05 PM,27.648,32.472,175.5
362,06/08/21 10:35:05 PM,31.248,37.260,178.3
363,06/08/21 10:36:05 PM,28.872,31.248,175.5
364,06/08/21 10:37:05 PM,27.648,34.848,172.7
365,06/08/21 10:38:05 PM,28.872,32.472,171.3
366,06/08/21 10:39:05 PM,30.060,32.472,172.7
367,06/08/21 10:40:05 PM,25.236,28.872,176.9
368,06/08/21 10:41:05 PM,24.048,27.648,169.9
369,06/08/21 10:42:05 PM,24.048,28.872,171.3
370,06/08/21 10:43:05 PM,22.860,26.460,172.7
371,06/08/21 10:44:05 PM,24.048,27.648,176.9
372,06/08/21 10:45:05 PM,24.048,28.872,178.3
373,06/08/21 10:46:05 PM,22.860,25.236,176.9
374,06/08/21 10:47:05 PM,22.860,25.236,185.3
375,06/08/21 10:48:05 PM,22.860,25.236,185.3
376,06/08/21 10:49:05 PM,21.636,24.048,181.1
377,06/08/21 10:50:05 PM,21.636,22.860,183.9
378,06/08/21 10:51:05 PM,21.636,22.860,183.9
379,06/08/21 10:52:05 PM,21.636,25.236,182.5
380,06/08/21 10:53:05 PM,19.224,20.448,181.1
381,06/08/21 10:54:05 PM,19.224,22.860,176.9
382,06/08/21 10:55:05 PM,21.636,24.048,176.9
383,06/08/21 10:56:05 PM,20.448,21.636,179.7
384,06/08/21 10:57:05 PM,20.448,21.636,181.1
385,06/08/21 10:58:05 PM,22.860,24.048,178.3
386,06/08/21 10:59:05 PM,20.448,22.860,181.1
387,06/08/21 11:00:05 PM,20.448,22.860,183.9
388,06/08/21 11:01:05 PM,19.224,20.448,185.3
389,06/08/21 11:02:05 PM,19.224,20.448,186.7
390,06/08/21 11:03:05 PM,18.036,19.224,186.7
391,06/08/21 11:04:05 PM,19.224,22.860,185.3
392,06/08/21 11:05:05 PM,20.448,21.636,183.9
393,06/08/21 11:06:05 PM,18.036,20.448,176.9
394,06/08/21 11:07:05 PM,15.624,16.848,172.7
395,06/08/21 11:08:05 PM,18.036,19.224,178.3
396,06/08/21 11:09:05 PM,18.036,20.448,186.7
397,06/08/21 11:10:05 PM,18.036,19.224,186.7
398,06/08/21 11:11:05 PM,18.036,20.448,185.3
399,06/08/21 11:12:05 PM,18.036,20.448,183.9
400,06/08/21 11:13:05 PM,18.036,20.448,185.3
401,06/08/21 11:14:05 PM,18.036,19.224,186.7
402,06/08/21 11:15:05 PM,16.848,18.036,188.1
403,06/08/21 11:16:05 PM,18.036,19.224,189.5
404,06/08/21 11:17:05 PM,16.848,19.224,193.7
405,06/08/21 11:18:05 PM,15.624,16.848,199.4
406,06/08/21 11:19:05 PM,13.212,14.436,206.4
407,06/08/21 11:20:05 PM,13.212,15.624,203.6
408,06/08/21 11:21:05 PM,10.836,15.624,209.2
409,06/08/21 11:22:05 PM,16.848,19.224,207.8
410,06/08/21 11:23:05 PM,18.036,19.224,202.2
411,06/08/21 11:24:05 PM,18.036,20.448,209.2
412,06/08/21 11:25:05 PM,18.036,19.224,214.8
413,06/08/21 11:26:05 PM,18.036,19.224,213.4
414,06/08/21 11:27:05 PM,15.624,18.036,210.6
415,06/08/21 11:28:05 PM,10.836,14.436,195.1
416,06/08/21 11:29:05 PM,12.024,13.212,188.1
417,06/08/21 11:30:05 PM,12.024,12.024,196.5
418,06/08/21 11:31:05 PM,12.024,14.436,196.5
419,06/08/21 11:32:05 PM,13.212,15.624,199.4
420,06/08/21 11:33:05 PM,9.612,10.836,195.1
421,06/08/21 11:34:05 PM,12.024,14.436,185.3
422,06/08/21 11:35:05 PM,13.212,14.436,183.9
423,06/08/21 11:36:05 PM,13.212,14.436,185.3
424,06/08/21 11:37:05 PM,13.212,13.212,185.3
425,06/08/21 11:38:05 PM,12.024,14.436,189.5
426,06/08/21 11:39:05 PM,10.836,13.212,185.3
427,06/08/21 11:40:05 PM,15.624,18.036,192.3
428,06/08/21 11:41:05 PM,14.436,15.624,198.0
429,06/08/21 11:42:05 PM,9.612,13.212,196.5
430,06/08/21 11:43:05 PM,8.424,9.612,190.9
431,06/08/21 11:44:05 PM,12.024,15.624,199.4
432,06/08/21 11:45:05 PM,10.836,14.436,213.4
433,06/08/21 11:46:05 PM,12.024,13.212,220.4
434,06/08/21 11:47:05 PM,9.612,13.212,207.8
435,06/08/21 11:48:05 PM,8.424,9.612,168.5
436,06/08/21 11:49:05 PM,8.424,8.424,162.9
437,06/08/21 11:50:05 PM,7.200,9.612,162.9
438,06/08/21 11:51:05 PM,7.200,8.424,160.0
439,06/08/21 11:52:05 PM,8.424,12.024,155.8
440,06/08/21 11:53:05 PM,6.012,8.424,148.8
441,06/08/21 11:54:05 PM,6.012,7.200,148.8
442,06/08/21 11:55:05 PM,10.836,13.212,139.0
443,06/08/21 11:56:05 PM,10.836,12.024,143.2
444,06/08/21 11:57:05 PM,9.612,10.836,154.4
445,06/08/21 11:58:05 PM,9.612,10.836,158.6
446,06/08/21 11:59:05 PM,8.424,12.024,158.6
447,06/09/21 12:00:05 AM,12.024,12.024,155.8
448,06/09/21 12:01:05 AM,8.424,10.836,158.6
449,06/09/21 12:02:05 AM,8.424,9.612,160.0
450,06/09/21 12:03:05 AM,9.612,12.024,161.5
451,06/09/21 12:04:05 AM,13.212,14.436,160.0
452,06/09/21 12:05:05 AM,12.024,13.212,164.3
453,06/09/21 12:06:05 AM,9.612,12.024,176.9
454,06/09/21 12:07:05 AM,10.836,13.212,172.7
455,06/09/21 12:08:05 AM,10.836,13.212,199.4
456,06/09/21 12:09:05 AM,12.024,14.436,167.1
457,06/09/21 12:10:05 AM,13.212,15.624,175.5
458,06/09/21 12:11:05 AM,12.024,14.436,183.9
459,06/09/21 12:12:05 AM,12.024,13.212,192.3
460,06/09/21 12:13:05 AM,10.836,12.024,203.6
461,06/09/21 12:14:05 AM,12.024,14.436,172.7
462,06/09/21 12:15:05 AM,15.624,16.848,182.5
463,06/09/21 12:16:05 AM,18.036,19.224,189.5
464,06/09/21 12:17:05 AM,16.848,18.036,189.5
465,06/09/21 12:18:05 AM,14.436,16.848,189.5
466,06/09/21 12:19:05 AM,12.024,13.212,176.9
467,06/09/21 12:20:05 AM,10.836,13.212,162.9
468,06/09/21 12:21:05 AM,12.024,13.212,161.5
469,06/09/21 12:22:05 AM,9.612,10.836,167.1
470,06/09/21 12:23:05 AM,9.612,10.836,174.1
