"Título de trazado:  E1"
"N.º","Fecha Tiempo, GMT-03:00","Velocidad del viento, km/hr (LGR S/N: 20682650, SEN S/N: 20679483, LBL: Km/h)","Velocidad de Ráfagas, km/hr (LGR S/N: 20682650, SEN S/N: 20679483, LBL: Km/h)","Dirección del viento, ø (LGR S/N: 20682650, SEN S/N: 20679483, LBL: N-S)"
300,03/30/22 11:01:15 AM,10.836,15.624,157.2
301,03/30/22 11:06:15 AM,8.424,15.624,148.8
302,03/30/22 11:11:15 AM,7.200,13.212,148.8
303,03/30/22 11:16:15 AM,9.612,19.224,137.6
304,03/30/22 11:21:15 AM,9.612,16.848,133.4
305,03/30/22 11:26:15 AM,9.612,18.036,153.0
306,03/30/22 11:31:15 AM,13.212,19.224,155.8
307,03/30/22 11:36:15 AM,9.612,19.224,157.2
308,03/30/22 11:41:15 AM,12.024,19.224,139.0
309,03/30/22 11:46:15 AM,9.612,15.624,150.2
310,03/30/22 11:51:15 AM,7.200,16.848,168.5
311,03/30/22 11:56:15 AM,9.612,18.036,162.9
312,03/30/22 12:01:15 PM,10.836,18.036,153.0
313,03/30/22 12:06:15 PM,12.024,21.636,155.8
314,03/30/22 12:11:15 PM,8.424,15.624,169.9
315,03/30/22 12:16:15 PM,6.012,9.612,167.1
316,03/30/22 12:21:15 PM,7.200,15.624,178.3
317,03/30/22 12:26:15 PM,4.824,9.612,174.1
318,03/30/22 12:31:15 PM,7.200,18.036,183.9
319,03/30/22 12:36:15 PM,6.012,10.836,217.6
320,03/30/22 12:41:15 PM,10.836,26.460,181.1
321,03/30/22 12:46:15 PM,26.460,40.860,268.1
322,03/30/22 12:51:15 PM,37.260,57.708,213.4
323,03/30/22 12:56:15 PM,32.472,45.684,198.0
324,03/30/22 01:01:15 PM,37.260,48.096,202.2
325,03/30/22 01:06:15 PM,37.260,54.108,175.5
326,03/30/22 01:11:15 PM,38.484,56.520,178.3
327,03/30/22 01:16:15 PM,36.072,51.696,175.5
328,03/30/22 01:21:15 PM,38.484,51.696,212.0
329,03/30/22 01:26:15 PM,37.260,48.096,181.1
330,03/30/22 01:31:15 PM,38.484,49.284,175.5
331,03/30/22 01:36:15 PM,39.672,54.108,181.1
332,03/30/22 01:41:15 PM,45.684,57.708,199.4
333,03/30/22 01:46:15 PM,37.260,60.120,212.0
334,03/30/22 01:51:15 PM,37.260,61.308,230.2
335,03/30/22 01:56:15 PM,39.672,55.296,202.2
336,03/30/22 02:01:15 PM,43.272,55.296,190.9
337,03/30/22 02:06:15 PM,45.684,61.308,183.9
338,03/30/22 02:11:15 PM,44.496,55.296,179.7
339,03/30/22 02:16:15 PM,49.284,60.120,195.1
340,03/30/22 02:21:15 PM,40.860,58.896,245.7
341,03/30/22 02:26:15 PM,40.860,55.296,290.6
342,03/30/22 02:31:15 PM,45.684,57.708,190.9
343,03/30/22 02:36:15 PM,43.272,68.544,213.4
344,03/30/22 02:41:15 PM,37.260,52.884,227.4
345,03/30/22 02:46:15 PM,40.860,52.884,172.7
346,03/30/22 02:51:15 PM,40.860,57.708,205.0
347,03/30/22 02:56:15 PM,45.684,58.896,241.5
348,03/30/22 03:01:15 PM,40.860,56.520,227.4
349,03/30/22 03:06:15 PM,34.848,52.884,286.4
350,03/30/22 03:11:15 PM,32.472,50.508,294.8
351,03/30/22 03:16:15 PM,40.860,56.520,287.8
352,03/30/22 03:21:15 PM,42.084,62.532,271.0
353,03/30/22 03:26:15 PM,48.096,63.720,251.3
354,03/30/22 03:31:15 PM,40.860,54.108,271.0
355,03/30/22 03:36:15 PM,27.648,39.672,310.3
356,03/30/22 03:41:15 PM,32.472,46.872,321.5
357,03/30/22 03:46:15 PM,31.248,51.696,289.2
358,03/30/22 03:51:15 PM,45.684,61.308,287.8
359,03/30/22 03:56:15 PM,45.684,60.120,193.7
360,03/30/22 04:01:15 PM,33.660,52.884,205.0
361,03/30/22 04:06:15 PM,32.472,51.696,332.7
362,03/30/22 04:11:15 PM,34.848,49.284,227.4
363,03/30/22 04:16:15 PM,32.472,43.272,0.0
364,03/30/22 04:21:15 PM,31.248,49.284,335.5
365,03/30/22 04:26:15 PM,27.648,38.484,14.0
366,03/30/22 04:31:15 PM,32.472,52.884,355.2
367,03/30/22 04:36:15 PM,34.848,52.884,248.5
368,03/30/22 04:41:15 PM,37.260,51.696,355.2
369,03/30/22 04:46:15 PM,31.248,49.284,26.7
370,03/30/22 04:51:15 PM,33.660,45.684,325.7
371,03/30/22 04:56:15 PM,28.872,50.508,11.2
372,03/30/22 05:01:15 PM,28.872,44.496,346.8
373,03/30/22 05:06:15 PM,27.648,45.684,331.3
374,03/30/22 05:11:15 PM,26.460,48.096,280.8
375,03/30/22 05:16:15 PM,36.072,46.872,321.5
376,03/30/22 05:21:15 PM,28.872,44.496,317.3
377,03/30/22 05:26:15 PM,28.872,43.272,296.2
378,03/30/22 05:31:15 PM,28.872,42.084,327.1
379,03/30/22 05:36:15 PM,37.260,60.120,265.3
380,03/30/22 05:41:15 PM,36.072,51.696,185.3
381,03/30/22 05:46:15 PM,39.672,51.696,283.6
382,03/30/22 05:51:15 PM,39.672,54.108,273.8
383,03/30/22 05:56:15 PM,38.484,57.708,252.7
384,03/30/22 06:01:15 PM,40.860,54.108,256.9
385,03/30/22 06:06:15 PM,38.484,52.884,280.8
386,03/30/22 06:11:15 PM,40.860,56.520,283.6
387,03/30/22 06:16:15 PM,43.272,55.296,205.0
388,03/30/22 06:21:15 PM,37.260,56.520,234.5
389,03/30/22 06:26:15 PM,31.248,43.272,231.6
390,03/30/22 06:31:15 PM,34.848,50.508,219.0
391,03/30/22 06:36:15 PM,32.472,45.684,207.8
392,03/30/22 06:41:15 PM,42.084,56.520,233.1
393,03/30/22 06:46:15 PM,39.672,56.520,255.5
394,03/30/22 06:51:15 PM,39.672,52.884,252.7
395,03/30/22 06:56:15 PM,31.248,50.508,219.0
396,03/30/22 07:01:15 PM,31.248,49.284,198.0
397,03/30/22 07:06:15 PM,31.248,49.284,206.4
398,03/30/22 07:11:15 PM,25.236,38.484,193.7
399,03/30/22 07:16:15 PM,31.248,51.696,182.5
400,03/30/22 07:21:15 PM,33.660,55.296,185.3
401,03/30/22 07:26:15 PM,30.060,43.272,183.9
402,03/30/22 07:31:15 PM,36.072,49.284,188.1
403,03/30/22 07:36:15 PM,33.660,51.696,182.5
404,03/30/22 07:41:15 PM,30.060,50.508,214.8
405,03/30/22 07:46:15 PM,26.460,34.848,185.3
406,03/30/22 07:51:15 PM,25.236,40.860,192.3
407,03/30/22 07:56:15 PM,21.636,39.672,190.9
408,03/30/22 08:01:15 PM,22.860,37.260,213.4
409,03/30/22 08:06:15 PM,19.224,32.472,174.1
410,03/30/22 08:11:15 PM,27.648,40.860,182.5
411,03/30/22 08:16:15 PM,24.048,30.060,195.1
412,03/30/22 08:21:15 PM,21.636,34.848,213.4
413,03/30/22 08:26:15 PM,13.212,26.460,262.5
414,03/30/22 08:31:15 PM,10.836,21.636,311.7
415,03/30/22 08:36:15 PM,10.836,25.236,355.2
416,03/30/22 08:41:15 PM,12.024,19.224,203.6
417,03/30/22 08:46:15 PM,18.036,31.248,228.8
418,03/30/22 08:51:15 PM,15.624,20.448,212.0
419,03/30/22 08:56:15 PM,14.436,24.048,256.9
420,03/30/22 09:01:15 PM,16.848,26.460,206.4
421,03/30/22 09:06:15 PM,18.036,27.648,209.2
422,03/30/22 09:11:15 PM,20.448,27.648,209.2
423,03/30/22 09:16:15 PM,18.036,27.648,245.7
424,03/30/22 09:21:15 PM,21.636,28.872,307.5
425,03/30/22 09:26:15 PM,24.048,34.848,286.4
426,03/30/22 09:31:15 PM,24.048,30.060,254.1
427,03/30/22 09:36:15 PM,22.860,30.060,321.5
428,03/30/22 09:41:15 PM,25.236,37.260,8.4
429,03/30/22 09:46:15 PM,26.460,34.848,318.7
430,03/30/22 09:51:15 PM,32.472,40.860,227.4
431,03/30/22 09:56:15 PM,32.472,38.484,199.4
432,03/30/22 10:01:15 PM,36.072,44.496,200.8
433,03/30/22 10:06:15 PM,34.848,46.872,192.3
434,03/30/22 10:11:15 PM,37.260,48.096,292.0
435,03/30/22 10:16:15 PM,39.672,49.284,224.6
436,03/30/22 10:21:15 PM,37.260,44.496,287.8
437,03/30/22 10:26:15 PM,38.484,49.284,248.5
438,03/30/22 10:31:15 PM,39.672,50.508,248.5
439,03/30/22 10:36:15 PM,43.272,54.108,255.5
440,03/30/22 10:41:15 PM,44.496,57.708,275.2
441,03/30/22 10:46:15 PM,43.272,55.296,307.5
442,03/30/22 10:51:15 PM,45.684,61.308,268.1
443,03/30/22 10:56:15 PM,48.096,56.520,271.0
444,03/30/22 11:01:15 PM,45.684,57.708,234.5
445,03/30/22 11:06:15 PM,44.496,57.708,237.3
446,03/30/22 11:11:15 PM,43.272,52.884,279.4
447,03/30/22 11:16:15 PM,39.672,51.696,226.0
448,03/30/22 11:21:15 PM,39.672,49.284,247.1
449,03/30/22 11:26:15 PM,37.260,46.872,279.4
450,03/30/22 11:31:15 PM,34.848,50.508,234.5
451,03/30/22 11:36:15 PM,36.072,45.684,275.2
452,03/30/22 11:41:15 PM,32.472,44.496,320.1
453,03/30/22 11:46:15 PM,22.860,34.848,123.5
454,03/30/22 11:51:15 PM,24.048,34.848,11.2
455,03/30/22 11:56:15 PM,21.636,32.472,37.9
456,03/31/22 12:01:15 AM,21.636,33.660,19.7
457,03/31/22 12:06:15 AM,30.060,43.272,23.9
458,03/31/22 12:11:15 AM,31.248,44.496,101.1
459,03/31/22 12:16:15 AM,27.648,48.096,235.9
460,03/31/22 12:21:15 AM,28.872,42.084,227.4
461,03/31/22 12:26:15 AM,32.472,45.684,317.3
462,03/31/22 12:31:15 AM,33.660,48.096,200.8
463,03/31/22 12:36:15 AM,33.660,44.496,50.5
464,03/31/22 12:41:15 AM,34.848,46.872,141.8
465,03/31/22 12:46:15 AM,31.248,49.284,127.8
466,03/31/22 12:51:15 AM,28.872,42.084,102.5
467,03/31/22 12:56:15 AM,27.648,36.072,103.9
468,03/31/22 01:01:15 AM,25.236,46.872,150.2
469,03/31/22 01:06:15 AM,14.436,28.872,54.8
470,03/31/22 01:11:15 AM,22.860,33.660,102.5
